trait_type,complex_or_functional_dimension,label,times_represented,represented_in,first_represented_in,type,allowed_values_levels,units,allowed_values_min,allowed_values_max,description
Life history,Spatial niche,OvergroundRoostDependence-House,1,Froidevaux_2023,Froidevaux_2023,categorical,"0: no dependence, 1: low dependence, 2: moderate dependence, 3: high dependence, 4: very high dependence, 5: extremely high dependence.",.na,.na,.na,"Degree of dependence on house/block of flats as overground roost: 0: no dependence, 1: low dependence, 2: moderate dependence, 3: high dependence, 4: very high dependence, 5: extremely high dependence."
Life history,Spatial niche,OvergroundRoostDependence-Barn,1,Froidevaux_2023,Froidevaux_2023,categorical,"0: no dependence, 1: low dependence, 2: moderate dependence, 3: high dependence, 4: very high dependence, 5: extremely high dependence.",.na,.na,.na,"Degree of dependence on barn/stable as overground roost: 0: no dependence, 1: low dependence, 2: moderate dependence, 3: high dependence, 4: very high dependence, 5: extremely high dependence."
Life history,Spatial niche,OvergroundRoostDependence-Bridge,1,Froidevaux_2023,Froidevaux_2023,categorical,"0: no dependence, 1: low dependence, 2: moderate dependence, 3: high dependence, 4: very high dependence, 5: extremely high dependence.",.na,.na,.na,"Degree of dependence on bridge as overground roost: 0: no dependence, 1: low dependence, 2: moderate dependence, 3: high dependence, 4: very high dependence, 5: extremely high dependence."
Life history,Spatial niche,OvergroundRoostDependence-Tree,1,Froidevaux_2023,Froidevaux_2023,categorical,"0: no dependence, 1: low dependence, 2: moderate dependence, 3: high dependence, 4: very high dependence, 5: extremely high dependence.",.na,.na,.na,"Degree of dependence on tree as overground roost: 0: no dependence, 1: low dependence, 2: moderate dependence, 3: high dependence, 4: very high dependence, 5: extremely high dependence."
Life history,Spatial niche,Nursery roost,2,"Cosentino_2023, Barbaro_2019",Cosentino_2023,categorical,"1= yes, 2=no",.na,.na,.na,Presence of nursery roost
Life history,Spatial niche,Nursery roost size,1,Cosentino_2023,Cosentino_2023,numeric,.na,number of individuals,NA,NA,Number of individuals in a nursery roost
Life history,Spatial niche,FirstMainHibernationRoost,1,Froidevaux_2023,Froidevaux_2023,categorical,"Thermally stable underground roosts (e.g. caves, mines, etc.), thermally unstable underground roosts (e.g. cellar, bunker, etc.), human-made roost (e.g. buildings, barns, churches, etc.), tree roost (e.g. holes, crevices, barck pockets, etc.), rock crevices",.na,.na,.na,"Main hibernation roost: thermally stable underground roosts (e.g. caves, mines, etc.), thermally unstable underground roosts (e.g. cellar, bunker, etc.), human-made roost (e.g. buildings, barns, churches, etc.), tree roost (e.g. holes, crevices, barck pockets, etc.), rock crevices"
Life history,Spatial niche,FirstMainMaternityRoost,1,Froidevaux_2023,Froidevaux_2023,categorical,"Thermally stable underground roosts (e.g. caves, mines, etc.), thermally unstable underground roosts (e.g. cellar, bunker, etc.), human-made roost (e.g. buildings, barns, churches, etc.), tree roost (e.g. holes, crevices, barck pockets, etc.), rock crevices",.na,.na,.na,"Main maternity roost: thermally stable underground roosts (e.g. caves, mines, etc.), thermally unstable underground roosts (e.g. cellar, bunker, etc.), human-made roost (e.g. buildings, barns, churches, etc.), tree roost (e.g. holes, crevices, barck pockets, etc.), rock crevices"
Life history,Spatial niche,SecondMainHibernationRoost,1,Froidevaux_2023,Froidevaux_2023,categorical,"Thermally stable underground roosts (e.g. caves, mines, etc.), thermally unstable underground roosts (e.g. cellar, bunker, etc.), human-made roost (e.g. buildings, barns, churches, etc.), tree roost (e.g. holes, crevices, barck pockets, etc.), rock crevices",.na,.na,.na,"Second main hibernation roost: thermally stable underground roosts (e.g. caves, mines, etc.), thermally unstable underground roosts (e.g. cellar, bunker, etc.), human-made roost (e.g. buildings, barns, churches, etc.), tree roost (e.g. holes, crevices, barck pockets, etc.), rock crevices"
Life history,Spatial niche,SecondMainMaternityRoost,1,Froidevaux_2023,Froidevaux_2023,categorical,"Thermally stable underground roosts (e.g. caves, mines, etc.), thermally unstable underground roosts (e.g. cellar, bunker, etc.), human-made roost (e.g. buildings, barns, churches, etc.), tree roost (e.g. holes, crevices, barck pockets, etc.), rock crevices",.na,.na,.na,"Second main maternity roost: thermally stable underground roosts (e.g. caves, mines, etc.), thermally unstable underground roosts (e.g. cellar, bunker, etc.), human-made roost (e.g. buildings, barns, churches, etc.), tree roost (e.g. holes, crevices, barck pockets, etc.), rock crevices"
Life history,Spatial niche,ThirdMainHibernationRoost,1,Froidevaux_2023,Froidevaux_2023,categorical,"Thermally stable underground roosts (e.g. caves, mines, etc.), thermally unstable underground roosts (e.g. cellar, bunker, etc.), human-made roost (e.g. buildings, barns, churches, etc.), tree roost (e.g. holes, crevices, barck pockets, etc.), rock crevices",.na,.na,.na,"Third main hibernation roost: thermally stable underground roosts (e.g. caves, mines, etc.), thermally unstable underground roosts (e.g. cellar, bunker, etc.), human-made roost (e.g. buildings, barns, churches, etc.), tree roost (e.g. holes, crevices, barck pockets, etc.), rock crevices"
Life history,Spatial niche,ThirdMainMaternityRoost,1,Froidevaux_2023,Froidevaux_2023,categorical,"Thermally stable underground roosts (e.g. caves, mines, etc.), thermally unstable underground roosts (e.g. cellar, bunker, etc.), human-made roost (e.g. buildings, barns, churches, etc.), tree roost (e.g. holes, crevices, barck pockets, etc.), rock crevices",.na,.na,.na,"Third main maternity roost: thermally stable underground roosts (e.g. caves, mines, etc.), thermally unstable underground roosts (e.g. cellar, bunker, etc.), human-made roost (e.g. buildings, barns, churches, etc.), tree roost (e.g. holes, crevices, barck pockets, etc.), rock crevices"
Life history,Spatial niche,Colony size,2,"Cosentino_2023, Wilkinson_2002",Cosentino_2023,categorical,"1 = small, 2= medium, 3 = large",.na,.na,.na,Size of the colony
Life history,Spatial niche,Mixed colony,1,Cosentino_2023,Cosentino_2023,categorical,"1= yes, 2=no",.na,.na,.na,Presence of different species in the same colony
Life history,Echolocation,Echolocation,1,Cosentino_2023,Cosentino_2023,categorical,"1= yes, 2=no",.na,.na,.na,Presence of echolocation
Life history,Echolocation,Echolocation type,4,"Cosentino_2023, Froidevaux_2023, Reardon_2017, Wordley_2017",Cosentino_2023,categorical,"1= CF (constant frequency), 2= FM (frequency modulated), 3= QCF (quasi- constant frequency)",.na,.na,.na,The type of the echolocation call
Life history,Echolocation,echolocation frequency,1,Hanspach_2012,Hanspach_2012,categorical,"low = below 38 kHz, medium = 38–48 kHz, high = above 48 kHz, linear = vertically linear calls",.na,.na,.na,Definition not specified in database; Check in article for more details
Life history,Echolocation,CallBandwidth,1,Froidevaux_2023,Froidevaux_2023,numeric,.na,kHz,NA,NA,The range of frequencies through which an echolocation call sweeps
Life history,Echolocation,Duration,2,"Castillo-Figueroa_2021, Froidevaux_2023",Castillo-Figueroa_2021,numeric,.na,ms,NA,NA,Time span of the call emitted by the bat
Life history,Echolocation,Interval,2,"Castillo-Figueroa_2021, Froidevaux_2023",Castillo-Figueroa_2021,numeric,.na,ms,NA,NA,Time between one call to another emitted by the bat
Life history,Echolocation,Frequency,5,"Castillo-Figueroa_2021, Cosentino_2023, Froidevaux_2023, Monadjem_2018, Wordley_2017",Castillo-Figueroa_2021,numeric,.na,Khz,NA,NA,"Number of pressure waves of the call emitted by the bat that pass by a 
reference point per unit time. This can include the start of the call 
(initial frequency), the end of the call (final frequency) and the maximum 
amplitude of the call (maximum frequency)"
Life history,Echolocation,End frequency (EF),2,"Cosentino_2023, Froidevaux_2023",Cosentino_2023,numeric,.na,kHz,NA,NA,End frequency of the call
Life history,Echolocation,CallMaxFrequency,1,Froidevaux_2023,Froidevaux_2023,numeric,.na,kHz,NA,NA,Maximum frequency value of the call
Life history,Echolocation,CallMidFrequency,1,Froidevaux_2023,Froidevaux_2023,numeric,.na,kHz,NA,NA,Frequency of highest energy taken at half call duration
Life history,Echolocation,CallMinFrequency,1,Froidevaux_2023,Froidevaux_2023,numeric,.na,kHz,NA,NA,Minimum frequency value of the call
Life history,Echolocation,CallSlope,1,Froidevaux_2023,Froidevaux_2023,numeric,.na,kHz/ms,NA,NA,"Total slope of the call, calculated from the difference in frequency and time from the point of highest frequency to the point of the characteristic frequency"
Life history,Echolocation,CallStartFrequency,1,Froidevaux_2023,Froidevaux_2023,numeric,.na,kHz,NA,NA,Frequency value measured at the beginning of the call
Life history,Echolocation,rateBuzz,1,Froidevaux_2023,Froidevaux_2023,numeric,.na,Number_of_buzzes/hour,NA,NA,Number of feeding buzzes per hour
Life history,Echolocation,buzzDuration,1,Froidevaux_2023,Froidevaux_2023,numeric,.na,ms,NA,NA,Duration of a feeding buzz (including pre-buzz phase)
Life history,Echolocation,buzzPeakFrequency,1,Froidevaux_2023,Froidevaux_2023,numeric,.na,kHz,NA,NA,Frequency with the greatest amount of energy in a feeding buzz call
Life history,Echolocation,Intensity,1,Castillo-Figueroa_2021,Castillo-Figueroa_2021,numeric,.na,db,NA,NA,Height of the sound pressure wave emitted by the bat
Life history,Echolocation,Harmonics,1,Castillo-Figueroa_2021,Castillo-Figueroa_2021,numeric,.na,.na,NA,NA,Wave that is a multiple of the fundamental frequency emitted by the bat
Genetic,Genetic composition,AllelicRichness,1,Froidevaux_2023,Froidevaux_2023,numeric,.na,Number of alleles,NA,NA,Average number of alleles (genetic variants) per microsatellite locus
Genetic,Genetic composition,CompleteMitochondrialGenome(bp),1,Froidevaux_2023,Froidevaux_2023,numeric,.na,base pairs,NA,NA,Number of base pairs in complete mtDNA genome
Genetic,Genetic composition,GeneticPopulationStructure,1,Froidevaux_2023,Froidevaux_2023,numeric,.na,Number of sub-populations,NA,NA,Number of genetic sub-population clusters measured according to individual ancestry based on microsatellite or SNP datasets
Genetic,Genetic composition,GenomeSize_(Gb),1,Froidevaux_2023,Froidevaux_2023,numeric,.na,Giga base pairs,NA,NA,The amount of DNA in the genome measured as number of nucleotide base pairs
Genetic,Genetic composition,Hybridization,1,Froidevaux_2023,Froidevaux_2023,categorical,"yes, no, possible",.na,.na,.na,"Hybridization: yes, no, possible"
Genetic,Genetic composition,Karyotype,1,Froidevaux_2023,Froidevaux_2023,numeric,.na,Number of chromosomes,NA,NA,Number of chromosomes
Genetic,Genetic composition,Linage,1,Froidevaux_2023,Froidevaux_2023,numeric,.na,Number of genetic lineages,NA,NA,Number of genetic lineages in the phylogenetic tree constructed with nuclear DNA or mitochondrial DNA sequences
Genetic,Genetic composition,NF,1,Froidevaux_2023,Froidevaux_2023,numeric,.na,Number of chromosomal arms,NA,NA,Number of chromosomal arms
Genetic,Genetic composition,NFa,1,Froidevaux_2023,Froidevaux_2023,numeric,.na,Number of autosomal arms,NA,NA,Number of autosomal arms
Interactions,Interactions,Type,1,Geiselman_2020,Geiselman_2020,categorical,"Visitation, Seed Dispersal, Pollination, Consumption, Roost, Host, Predation, Cohabitation, Transport",.na,.na,.na,This database only contains accounts of bats interacting with other organisms and not hypotheses that they might (e.g. a flower has chiropterophilious features). We report what is published and do not assume that every visit to a flower results in pollination or that every fruit eaten results in seed dispersal. We do assume that every object that is consumed is destroyed in the process.
Interactions,Interactions,Pest control,1,Cosentino_2023,Cosentino_2023,categorical,"1= yes, 2=no",.na,.na,.na,Presence of pest control ecosystem service
Interactions,Interactions,Seed dispersal,1,Cosentino_2023,Cosentino_2023,categorical,"1= yes, 2=no",.na,.na,.na,Presence of seed dispersal ecosystem service
Interactions,Interactions,Pollination,1,Cosentino_2023,Cosentino_2023,categorical,"1= yes, 2=no",.na,.na,.na,Presence of pollination ecosystem service
Conservation,Conservation,Conservation status,3,"Cosentino_2023, Tanalgo_2022, Charbonnier_2016",Cosentino_2023,categorical,"DD= Data Deficient, LC= Least Concern, NT= Near Threatened, VU= Vulnerable, EN= Endangered, CR= Critically Endangered, NE= Not Evaluated",.na,.na,.na,Conservation status of the species
Conservation,Conservation,Population.status,1,Tanalgo_2022,Tanalgo_2022,nominal,"Decreasing, Stable, Increasing, Unknown",.na,.na,.na,"Species current conservation status (Data Deficient, Least Concern, Near Threatened, Vulnerable, Endangered, and Critically Endangered) and population trends (e.g., Unknown, Decreasing, Stable, Increasing) were categorised using standard IUCN Red List assessments."
Conservation,Threats,Threats/Overharvesting for food (OH),2,"Cosentino_2023, Tanalgo_2022",Cosentino_2023,categorical,"1= yes, 2=no",.na,.na,.na,Threats for the species
Conservation,Threats,Threats/Deforestation (DE),2,"Cosentino_2023, Tanalgo_2022",Cosentino_2023,categorical,"1= yes, 2=no",.na,.na,.na,Threats for the species
Conservation,Threats,Threats/Persecution (P),2,"Cosentino_2023, Tanalgo_2022",Cosentino_2023,categorical,"1= yes, 2=no",.na,.na,.na,Threats for the species
Conservation,Threats,Vandalism,1,Tanalgo_2022,Tanalgo_2022,binomial,"Yes = 1, No = 0",.na,.na,.na,"Direct threats (Tdir) refer to the threats or risks that are direct to or in cave systems with immediate and perceivable impacts on populations or behaviour of species. This category includes direct human impacts (e.g., persecution, eviction, and cave closures) and the use of caves for harvesting bats, tourism, religious visits, and mining (minerals or guano)."
Conservation,Threats,Threats/Habitat loss (HL),1,Cosentino_2023,Cosentino_2023,categorical,"1= yes, 2=no",.na,.na,.na,Threats for the species
Conservation,Threats,Urbanisation,1,Tanalgo_2022,Tanalgo_2022,binomial,"Yes = 1, No = 0",.na,.na,.na,"Indirect threats (Tind) refer to the threats outside cave systems or within cave proximity, of which the impacts to populations are secondary or non-immediate but otherwise detrimental. Examples include deforestation, agriculture, and urbanisation."
Conservation,Threats,Agricultural.conversion,1,Tanalgo_2022,Tanalgo_2022,binomial,"Yes = 1, No = 0",.na,.na,.na,"Indirect threats (Tind) refer to the threats outside cave systems or within cave proximity, of which the impacts to populations are secondary or non-immediate but otherwise detrimental. Examples include deforestation, agriculture, and urbanisation."
Conservation,Threats,Threats/Dead trees removal (DTR),1,Cosentino_2023,Cosentino_2023,categorical,"1= yes, 2=no",.na,.na,.na,Threats for the species
Conservation,Threats,Threats/Roost disturbance (RD),1,Cosentino_2023,Cosentino_2023,categorical,"1= yes, 2=no",.na,.na,.na,Threats for the species
Conservation,Threats,Tourism.caving,1,Tanalgo_2022,Tanalgo_2022,binomial,"Yes = 1, No = 0",.na,.na,.na,"Direct threats (Tdir) refer to the threats or risks that are direct to or in cave systems with immediate and perceivable impacts on populations or behaviour of species. This category includes direct human impacts (e.g., persecution, eviction, and cave closures) and the use of caves for harvesting bats, tourism, religious visits, and mining (minerals or guano)."
Conservation,Threats,Guano.extraction,1,Tanalgo_2022,Tanalgo_2022,binomial,"Yes = 1, No = 0",.na,.na,.na,"Direct threats (Tdir) refer to the threats or risks that are direct to or in cave systems with immediate and perceivable impacts on populations or behaviour of species. This category includes direct human impacts (e.g., persecution, eviction, and cave closures) and the use of caves for harvesting bats, tourism, religious visits, and mining (minerals or guano)."
Conservation,Threats,Threats/Collisions (COL),2,"Cosentino_2023, Tanalgo_2022",Cosentino_2023,categorical,"1= yes, 2=no",.na,.na,.na,Threats for the species
Conservation,Threats,Threats/Chemical pollution (CP),2,"Cosentino_2023, Tanalgo_2022",Cosentino_2023,categorical,"1= yes, 2=no",.na,.na,.na,Threats for the species
Conservation,Threats,Gating,1,Tanalgo_2022,Tanalgo_2022,binomial,"Yes = 1, No = 0",.na,.na,.na,"Direct threats (Tdir) refer to the threats or risks that are direct to or in cave systems with immediate and perceivable impacts on populations or behaviour of species. This category includes direct human impacts (e.g., persecution, eviction, and cave closures) and the use of caves for harvesting bats, tourism, religious visits, and mining (minerals or guano)."
Conservation,Threats,Mining.quarrying,1,Tanalgo_2022,Tanalgo_2022,binomial,"Yes = 1, No = 0",.na,.na,.na,"Direct threats (Tdir) refer to the threats or risks that are direct to or in cave systems with immediate and perceivable impacts on populations or behaviour of species. This category includes direct human impacts (e.g., persecution, eviction, and cave closures) and the use of caves for harvesting bats, tourism, religious visits, and mining (minerals or guano)."
Conservation,Threats,Sacred.activities,1,Tanalgo_2022,Tanalgo_2022,binomial,"Yes = 1, No = 0",.na,.na,.na,"Direct threats (Tdir) refer to the threats or risks that are direct to or in cave systems with immediate and perceivable impacts on populations or behaviour of species. This category includes direct human impacts (e.g., persecution, eviction, and cave closures) and the use of caves for harvesting bats, tourism, religious visits, and mining (minerals or guano)."
Conservation,Threats,Nest.harvesting,1,Tanalgo_2022,Tanalgo_2022,binomial,"Yes = 1, No = 0",.na,.na,.na,"Direct threats (Tdir) refer to the threats or risks that are direct to or in cave systems with immediate and perceivable impacts on populations or behaviour of species. This category includes direct human impacts (e.g., persecution, eviction, and cave closures) and the use of caves for harvesting bats, tourism, religious visits, and mining (minerals or guano)."
Conservation,Threats,Scientific.research,1,Tanalgo_2022,Tanalgo_2022,binomial,"Yes = 1, No = 0",.na,.na,.na,"Direct threats (Tdir) refer to the threats or risks that are direct to or in cave systems with immediate and perceivable impacts on populations or behaviour of species. This category includes direct human impacts (e.g., persecution, eviction, and cave closures) and the use of caves for harvesting bats, tourism, religious visits, and mining (minerals or guano)."
Conservation,Threats,Invasive.species,1,Tanalgo_2022,Tanalgo_2022,binomial,"Yes = 1, No = 0",.na,.na,.na,"Lastly, Natural threats (Tnat) refer to threats that are natural in origin, though their frequency may be impacted by human activities, and that may directly or indirectly impact populations, such as diseases (e.g., White-nose syndrome) and climate-driven risks (e.g., drought, extreme cold)"
Conservation,Threats,Fires,1,Tanalgo_2022,Tanalgo_2022,binomial,"Yes = 1, No = 0",.na,.na,.na,"Lastly, Natural threats (Tnat) refer to threats that are natural in origin, though their frequency may be impacted by human activities, and that may directly or indirectly impact populations, such as diseases (e.g., White-nose syndrome) and climate-driven risks (e.g., drought, extreme cold)"
Conservation,Threats,Drought,1,Tanalgo_2022,Tanalgo_2022,binomial,"Yes = 1, No = 0",.na,.na,.na,"Lastly, Natural threats (Tnat) refer to threats that are natural in origin, though their frequency may be impacted by human activities, and that may directly or indirectly impact populations, such as diseases (e.g., White-nose syndrome) and climate-driven risks (e.g., drought, extreme cold)"
Conservation,Threats,Extreme.cold,1,Tanalgo_2022,Tanalgo_2022,binomial,"Yes = 1, No = 0",.na,.na,.na,"Lastly, Natural threats (Tnat) refer to threats that are natural in origin, though their frequency may be impacted by human activities, and that may directly or indirectly impact populations, such as diseases (e.g., White-nose syndrome) and climate-driven risks (e.g., drought, extreme cold)"
Conservation,Threats,Storm,1,Tanalgo_2022,Tanalgo_2022,binomial,"Yes = 1, No = 0",.na,.na,.na,"Lastly, Natural threats (Tnat) refer to threats that are natural in origin, though their frequency may be impacted by human activities, and that may directly or indirectly impact populations, such as diseases (e.g., White-nose syndrome) and climate-driven risks (e.g., drought, extreme cold)"
Interactions,Pathogens,Endoparasites,2,"Froidevaux_2023, Tanalgo_2022",Froidevaux_2023,character,Numeric or not specified in database; Check in article for more details,.na,.na,.na,Endoparasites identified in the species
Interactions,Pathogens,Fungi,1,Froidevaux_2023,Froidevaux_2023,character,Numeric or not specified in database; Check in article for more details,.na,.na,.na,Fungal pathogens identified in the species
Interactions,Pathogens,Viruses,1,Froidevaux_2023,Froidevaux_2023,character,Numeric or not specified in database; Check in article for more details,.na,.na,.na,Viruses identified in the species
